Word,POS Tag
call,NN
konsul,NN
dokter,NN
mudah,NN
keren,NNS
dokternya,VBP
standbi,JJ
jam,NN
yesdok,NN
emang,NN
juaranya,NN
kalo,NN
konsul,NN
konsul,NN
jam,NN
super,JJ
recommend,NN
coba,NN
juara,NN
emang,NN
pelayanannya,NN
ayo,NNS
pake,VBP
yesdok,NNS
download,NN
dokternya,NN
ya,NN
jam,NN
on,IN
mantep,NN
yesdok,NN
mantep,NN
emang,NN
abi,VBP
konsultasi,NN
dokter,NN
onlin,NN
yesdok,NN
rekomendasi,NN
dokter,NN
pake,VBP
aplikasi,NN
aja,NN
semoga,NN
maju,NN
ya,NN
ye,NN
dok,NN
yesdok,NN
emang,NN
juara,NN
ayo,NN
download,NN
yesdok,NN
dokternya,NN
ramah,NN
ya,NN
yesdok,NN
emang,NN
juaranya,NN
kalo,NN
konsultasi,NN
jam,NN
dokter,NN
nya,NN
membantu,NN
memuaskan,NN
aplikasinya,NN
memuaskan,NNS
pake,VBP
yesdok,NN
dokternya,NN
nganter,RB
obatnya,MD
cepet,VB
super,JJ
recommend,NN
jam,NN
diaks,NNS
yesdok,NN
mantap,NN
abi,NN
juara,NN
abi,NN
aplikasi,NN
udah,JJ
bantu,NN
konsultasi,NN
kesehatan,NN
terpercaya,NN
abi,NN
dokter,NN
dokter,NN
aplikasi,JJ
kesehatan,NN
terkeren,NN
makasih,NN
ya,PRP
yesdok,VBP
udah,JJ
bantu,NN
yeay,JJ
mantep,NN
konsultasi,NN
dokter,NN
konsultasi,NN
nya,CC
mudah,NN
parah,NN
konsultasi,NN
nya,CC
mudah,NN
parah,NN
dokternya,NN
pa,NN
konsultasi,NN
onlin,NN
jam,NN
mantep,NN
apaapa,NN
terimakasih,NN
aplikasi,NN
bener,NN
bener,NN
juara,NN
mantep,NN
aplikasi,NN
yesdok,NN
recommend,NN
konsultasi,NN
aplikasinya,NN
bantu,NN
konsultasi,NN
dokter,NN
cepet,NN
aplikasi,NN
bagu,NN
bermanfaat,NN
keren,NN
maaf,NN
dok,NN
sy,NN
blum,NN
tau,NN
gmna,NN
nya,JJ
sy,NN
sm,NN
tp,NN
lom,NN
balasan,JJ
nya,JJ
vedio,NN
call,NN
tp,NN
g,NN
tau,NN
gmna,NN
mhon,NN
pnjelasanya,NN
dok,NN
kode,NN
otp,MD
email,VB
sm,NN
mencoba,NN
kali,NN
memuaskan,JJ
hasil,NN
nya,NN
aplikasi,NN
yesdok,CC
rekommend,VB
konsultasi,NN
konsultasi,NN
grati,NN
pembelian,JJ
obat,NN
alhamdulillah,NN
membantu,NN
pandemi,NN
aplikasi,NN
membantu,NN
dah,NN
download,NN
tp,NN
kode,NN
otp,IN
ny,JJ
blm,NN
msk,NN
jg,NN
selamat,NN
malam,NN
nggak,JJ
aja,NN
aplikasi,NN
yesdok,NN
chat,WP
video,VBZ
call,NN
voic,NN
call,NN
berbayar,NN
grati,NN
ya,NN
mohon,NN
penjelasan,JJ
nya,NN
tolong,JJ
dibantu,NN
terimakasih,NN
aplikasi,NN
nya,JJ
suka,NN
nggak,NN
rumah,NN
sehat,WP
dirumah,VBZ
mohon,NN
penjelasan,JJ
nya,JJ
aplikasi,NN
yesdok,NN
chat,WP
video,VBZ
call,NN
voic,NN
call,NN
berbayar,NN
grati,NN
ok,NN
aplikasi,NN
membantu,NN
yesdok,NN
membantu,NN
konsultasi,NN
dokter,NN
mudah,NN
genggaman,NN
mantab,NN
respon,NN
cepet,NN
obat,NN
dikirim,NN
membaca,NN
artikel,NN
yesdok,NN
aja,NN
konsultasi,NN
grati,NN
yesdok,CD
top,JJ
dah,NN
pokoknya,NN
prakti,NN
nggak,CC
jauh,NN
antr,NN
rs,NN
konsultasi,NN
dimana,NN
aplikasi,NN
chat,WP
konsul,VBZ
grati,JJ
dokter,NN
memudahkan,NN
membutuhkan,NN
sibuk,NN
konsultasi,NN
ga,NN
rumah,NN
konsultasi,NN
yesdok,NN
siiiip,NN
aplikasi,NN
bagu,NN
konsultasi,FW
efektif,FW
mudah,FW
terjangkau,NN
transaksi,NN
jeniu,NN
mudah,NN
selesai,NN
jeniu,NN
tandingannya,NN
membantu,NN
berinteraksi,NN
kedepan,NN
muda,NN
komunikasi,NN
degan,JJ
dokter,NN
kendala,NN
seputar,NN
kesehatan,NN
pua,NN
membantu,NN
keluarga,NN
terimakasih,NN
mantap,NN
membantu,NN
transaksi,NN
cepat,NN
jeniu,NN
butuh,NN
ganggu,NN
mengganggu,NN
bikin,FW
keren,FW
transaksi,FW
onlin,FW
ponsel,FW
ya,FW
guysss,NN
beekali,NN
pakai,NN
ye,NN
dok,NN
puass,NN
berasa,NN
dokter,NN
pribadi,NN
dirumah,NNS
pake,VBP
aplikasi,JJ
yesdok,NN
konsultasi,NN
video,NN
call,NN
dimana,NN
ajahh,NN
aplikasi,NN
ny,NN
bagu,NN
aplikasi,NN
menguntungkan,NN
kamren,NNS
bolak,VBP
kerumah,JJ
sakit,NN
kesehatan,NN
yesdok,NN
prakti,NN
simpl,NN
menolong,RB
simpl,JJ
mudah,NN
diaks,NNS
beruntung,NN
aplikasi,NN
yesdok,NN
konsultasi,NN
dokter,NN
antri,NN
pertamanya,NN
takut,NN
dokter,NN
onlin,NN
aja,NN
konsultasi,NN
eh,NN
yesdok,NN
beda,NN
kualita,VBP
dokter,NN
terjamin,NN
takut,NN
dokter,NN
zona,NNP
hitam,NN
lega,NN
konsultasi,NNP
onlin,NN
dokter,NN
yesdok,NN
ga,NN
konsultasi,NN
by,IN
chat,WP
aja,JJ
guy,NN
dokter,NN
yesdok,RB
videocal,JJ
butuh,NN
checkup,NN
langsung,NN
dokter,NN
antri,NN
membaca,NN
artikel,NN
yesdok,NN
aja,NN
konsultasi,NN
grati,NN
yesdok,CD
top,NN
pokoknya,NN
rs,NN
takut,NN
kena,NN
covid,NN
yesdok,NN
solusi,NN
konsultasi,NN
dokter,NN
genggaman,NN
suka,NNS
pake,VBP
aplikasi,JJ
yesdok,NN
konsultasi,NN
sakit,NN
apapun,NN
dilayani,NN
cepat,NN
ramah,NN
pelayanan,NN
dokter,NN
aplikasi,NN
yesdok,NN
udah,JJ
setara,NN
rs,NN
intern,NN
dah,NN
ga,NN
repot,NN
orangtua,IN
kontrol,NN
rs,NN
tinggal,JJ
buka,NN
aplikasi,NN
yesdok,NN
aja,NN
langsung,NN
konsultasi,VBP
dokter,NN
mudah,NN
yesdok,NN
aplikasi,NN
mudah,NN
pelayanan,NN
cepat,NN
antriantri,NN
rs,JJ
sakit,NN
tinggal,JJ
konsultasi,NN
langsung,NN
hp,NN
beli,JJ
obat,NN
aplikasi,NN
membantu,NN
pelayanan,NN
yesdok,NN
okey,NN
pembelian,JJ
resep,NN
antibiotik,NN
apotik,JJ
k,NN
apotik,NN
k,NN
layanan,NN
pengantaran,NN
menjangkau,NN
daerah,NN
lembar,NN
resep,NN
cetak,NN
mantap,NN
aplikasi,NN
membantu,NN
konsul,NN
bayar,NN
ribu,NN
seneng,NN
yesbook,NN
fitur,JJ
playback,NN
nya,NN
membantu,NN
seneng,NN
yesbook,NN
fitur,JJ
playback,NN
nya,NN
membantu,NN
konsultasi,NN
lengkap,NN
terbantu,NN
dunia,NN
kesehatan,NN
membantu,NN
bangettt,NN
terimah,NN
kasi,NN
drari,NN
herlina,FW
setiono,NN
sdah,NN
sngat,NN
membantu,NN
nanya,JJ
nya,JJ
grati,NN
ga,NN
si,NN
kasi,NN
resep,NN
obat,NN
konsultasi,NN
aplikasi,NN
yesdok,NN
langsung,NN
dokter,NN
keluhan,NN
kesehatan,VB
mudah,NN
mengajukan,NN
telepon,NN
sm,NN
panggilan,NN
video,NN
terimakasih,NN
yesdok,NN
bru,NN
pertma,NN
kali,NN
pke,NN
apl,NN
yesdok,NN
lngsung,NN
jtuh,NN
cinta,NN
pelyanannya,NN
fast,RB
respon,JJ
bsa,NN
diandalkan,NN
kemaren,NNS
bacabaca,VBP
artikel,JJ
aja,NN
yesdok,NN
eh,NN
taunya,NN
dapet,NN
konsultasi,NN
grati,NN
terima,NN
kasih,NN
yesdok,NN
ga,NN
salah,NN
pilih,NN
aplikasi,NN
yesdok,NN
tampilan,NN
aplikasi,VBP
nya,JJ
bagu,NN
beda,NN
senang,NN
bsa,NN
ngobrol,NN
lngsung,NN
dgn,VBP
dokter,NN
pilihan,NN
sndiri,NN
yesdok,NN
pelayanannya,NN
mmg,NN
premium,NN
senang,NN
thank,NN
yesdok,NN
pelayanannya,NN
premium,NN
kualita,VBP
dokter,NN
nya,JJ
profesion,NN
terpercaya,NN
salah,NN
yesdok,NN
konsultasi,NN
langsung,NN
pembelian,JJ
obat,NN
aplikasi,NN
terima,NN
kasih,NN
yesdok,NN
keluhan,NN
pandemi,NN
covid,NN
beruntung,NN
pnya,NN
aplikasi,NN
yesdok,NN
bsa,NN
langsung,NN
konsultasi,VBP
dokter,NN
specialist,NN
antri,NN
jaman,NN
digit,VBZ
keluarga,JJ
ku,NN
butuh,NN
pelayanan,NN
dokter,NN
konsultasi,NN
mudah,NN
genggaman,NN
pilihan,NN
yesdok,PRP
konsultasi,VBP
pembelian,JJ
obat,NN
aplikasi,NN
aplikasi,JJ
yesdok,NN
recommend,VBP
inii,NN
konsultasi,NN
grati,NN
pembelian,JJ
obat,NN
pokoknya,NN
mantul,NN
seneng,NNS
pake,VBP
yesdok,JJ
konsultasi,NN
mudah,NN
video,NN
callan,NN
dokternya,VBZ
sipp,JJ
lahh,NN
mnggu,NN
batuk,NN
gk,NN
berhnti,NN
tkut,NN
covid,NN
pke,NN
yesdok,NN
jdi,NN
bsa,NN
konsultasi,NN
dgn,NN
mudh,NN
ya,NN
guyss,NN
bangga,NN
salut,NN
aplikasi,NN
indonesia,NN
onlin,JJ
tetep,NN
aja,NN
dokter,NN
keluhan,VBD
pasien,JJ
cepat,NN
thank,NN
yesdok,NN
aplikasi,JJ
kesehatan,NN
antri,NN
dokternya,NN
ramah,NN
bagu,NN
disaat,NN
pokonya,NN
yesdok,NN
terbaik,NN
ga,NN
salah,NN
pilih,NN
aplikasi,NN
tampilan,NN
aplikasi,VBP
nya,JJ
bagu,NN
beda,NN
kereenn,NN
bangett,NN
takut,NN
menghadapi,NN
pandemi,NN
keluarga,NN
kerumah,VBD
sakit,JJ
untung,JJ
aplikasi,NN
yesdok,NN
cek,NN
aplikasi,NN
bersyukur,NN
udah,JJ
dibantu,NN
dokter,NN
profesion,NN
terpercaya,NN
yesdok,NN
mantappp,NN
apapun,NN
keluhannya,NN
yesdok,NN
solusi,NN
utamanya,JJ
dokter,NN
yesdok,NN
dijamin,NN
profesion,NN
terpercaya,NN
yaa,CD
mom,NN
tau,JJ
penyakit,NN
artikel,NN
aplikasi,NN
yesdok,NN
beruntung,NN
temen,NNS
aplikasi,VBP
yesdok,JJ
pa,JJ
sakit,NN
dibantuin,NN
bagu,NN
yesdok,NN
bantu,NN
aplikasi,NN
konsultasi,NN
nyaman,JJ
ramah,NN
dokternya,NN
pokonya,NN
recommend,VBP
yesdok,NN
pengalaman,JJ
pake,NN
yesdok,NN
ga,NN
nyesel,JJ
malam,NN
butuh,NN
konsultasi,NN
aja,NN
dilayani,NN
rs,NN
takut,NN
bangetan,NN
covid,NN
yesdok,NN
solusinya,NN
konsultasi,NN
dokter,NN
genggaman,NN
beranjak,NN
kasur,NN
bersyukur,NN
yesdok,NN
fitur,JJ
playback,NN
nya,NN
membantu,NN
dah,NN
gak,NN
repot,NN
kontrol,NN
kesehatan,VBZ
rumah,JJ
sakit,JJ
cuman,NN
buka,NN
aplikasi,NN
yesdok,NN
langsung,NN
konsultasi,VBP
dokter,NN
mudah,NN
dijaman,NN
digit,NN
emang,NN
butuh,NN
kecepatan,NN
pelayanan,NN
yesdok,NN
hadir,NN
konsultasi,NN
mudah,NN
hp,NN
aja,NN
membaca,NN
artikel,NN
yesdok,NN
aja,NN
konsultasi,NN
grati,NN
yesdok,CD
top,NN
aplikasi,NN
yesdok,CC
recomend,VB
konsultasi,NN
grati,NN
pembelian,JJ
obat,NN
dimana,NN
ragu,NN
konsultasi,NN
aplikasi,NN
takut,NN
boongan,NN
yesdok,PRP
pelayanan,VBP
nya,JJ
cepat,NN
mudah,NN
terpercaya,NN
thank,NN
yesdok,NN
pelayanannya,NN
berkela,NN
dokternya,NN
profesion,NN
gasembarangan,NN
seneng,NN
ngobrolkonsultasicurhat,DT
langsung,NN
dokter,NN
suka,NN
yesdok,NN
pelayanannya,NN
oke,VBD
dehh,NN
ga,NN
salah,NN
pilih,NN
aplikasi,NN
membantu,NN
yesdok,NN
tampilan,NN
aplikasi,VBP
nya,JJ
bagu,NN
beda,NN
doktet,NN
pribadi,NNS
pake,VBP
aplikasi,JJ
yesdok,NN
konsultasi,NN
vidio,NN
call,NN
jad,NN
gak,NN
rumah,NN
sakit,NN
karna,FW
cema,NN
terluar,NN
viru,NN
covid,NN
udah,JJ
buka,NN
aplikasi,NN
ye,NN
dok,NN
keluhan,NN
langsung,NN
tangani,NN
dah,NN
gak,NN
cema,NN
bingun,NN
bulankarna,NN
jaga,NN
kesehatan,VBD
mama,NN
papa,NN
konsultasi,NN
langsung,NN
dokter,NN
yesdok,NN
bersyukur,NN
dibantu,NN
dokter,NN
profesion,NN
terpercaya,NN
yesdok,NN
butuh,NN
pelayanan,NN
cepat,NN
sakit,NN
yesdok,NN
solusi,NN
utama,JJ
sekeluarga,NN
paham,NN
gejala,NN
sakit,NN
atu,NN
viru,NN
covid,NN
bacabaca,NN
artikel,NN
kesehatan,VBD
yesdok,NN
pandemi,JJ
awar,JJ
sakit,NN
ringan,NN
ya,PRP
pandemi,VBP
yesdok,RB
keluhan,JJ
langsung,NN
terjawab,NN
rs,NN
takut,NN
kena,NN
covid,NN
yesdok,NN
hadir,NN
solusi,NN
konsultasi,NN
dokter,NN
genggaman,NN
recommend,VB
aplikasi,JJ
kesehatan,NN
yesdok,NN
membantu,NN
cepet,NN
respon,NN
dokternya,NN
fast,RB
konsultasi,JJ
cepat,NN
langsung,NN
aja,NN
yesdok,NN
antri,NN
berobat,NN
pengalaman,NN
mengesankan,NNS
pake,VBP
yesdok,JJ
ga,JJ
nyesel,NN
malam,NN
subuh,NN
butuh,NN
konsultasi,NN
dilayanai,NN
pelayanan,NN
dokter,NN
obat,NN
aplikasi,NN
yesdok,NN
udah,JJ
rumah,NN
sakit,NN
kekinian,NN
dijaman,NN
digit,VBZ
butuh,JJ
pelayanan,NN
dokter,NN
konsultasi,NN
mudah,NN
terpercaya,NN
ragu,NN
konsultasi,NN
aplikasi,NN
takut,NN
lambat,NN
balesnya,NN
yesdok,NN
pelayanannya,NN
cepat,NN
mudah,NN
seneng,NNS
pake,VBP
karna,NNS
ngobrol,RB
langsung,VBP
dokter,JJR
pilihan,NN
yesdok,NN
pelayanannya,NN
premium,NN
bersyukur,NN
dibantu,NN
dokter,NN
pilihandari,VBP
specialist,JJ
profesion,NN
terpercaya,NN
yesdok,NN
butuh,NN
pelayanan,NN
cepat,NN
kesehatan,NN
keluarga,NN
sahabat,NN
gaperlu,NN
ragu,NN
bingung,NN
yesdok,NN
solusinya,NN
bangga,NNS
nake,VBP
secepat,JJ
indonesia,NN
onlin,JJ
tetep,NN
aja,NN
keluhan,VBD
pasien,JJ
cepat,NN
thank,NN
yesdok,NN
pendemi,JJ
awar,JJ
sakit,NN
ringan,NN
takut,NN
covid,NN
yesdok,NN
keluhan,NN
langsung,NN
terjawab,NN
pua,NN
nihh,CC
pelayanan,NN
dokter,NN
yesdok,NN
ramah,NN
profesion,NN
pokoknya,NN
yesdok,NN
ga,NN
ragu,NN
ragu,NN
guy,NN
pake,VBP
yesdok,NN
kualita,NN
dokter,NN
terjamin,NN
pengalaman,JJ
pake,NN
yesdok,NN
ga,NN
nyesel,JJ
malammalam,NN
keluarga,NN
butuh,NN
konsultasi,NN
aja,NN
dilayani,NN
pelayanan,NN
dokter,NN
aplikasi,NN
yesdok,NN
setara,NN
rs,NN
internasion,NN
ya,NN
aplikasi,JJ
kesehatan,NN
membantu,NN
disaat,NN
pandemi,NN
konsultasi,NN
dokter,NN
ramah,NN
terbaik,NN
pasiennya,NN
terima,NN
kasih,NN
yesdok,NN
pake,NN
aja,NN
aplikasi,NN
yesdok,NN
guyss,NN
rangkuman,NN
langsung,VBD
konsultasi,JJ
lengkap,NN
pokoknya,NN
yesdok,NN
ga,NN
cema,NN
kalo,NN
kerumah,VBD
sakit,JJ
takut,NN
covid,NN
nanya,NN
nanya,JJ
gejala,NN
kesehatan,NN
langsung,NN
aja,VBP
dokter,NN
yesdok,NN
seneng,NN
ngobrol,NN
langsung,NN
dokter,NN
pilihan,NN
yesdok,NN
pelayanannya,NN
premium,NN
ga,NN
salah,NN
pilih,NN
aplikasi,NN
tampilan,NN
aplikasinya,VBP
bagu,NN
beda,NN
tidak,NN
salah,NN
yesdok,NN
konsultasi,NN
pembelian,JJ
obat,NN
aplikasi,NN
rumah,JJ
sakit,NN
cema,NN
yesdok,NN
membantu,NN
membutuhkan,NN
obat,NN
konsultasi,NN
kesehatan,NN
berasa,NN
dokter,NN
pribadi,NN
pokoknya,NNS
pake,VBP
aplikasi,JJ
yesdok,NN
konsultasi,NN
video,NN
call,NN
lengkap,NN
bangett,NN
alhamdulillah,JJ
aplikasi,NN
kesehatan,NN
yesdok,NN
kalo,NN
keluhan,NN
keluarga,VB
tinggal,JJ
yesdok,NNS
aja,VBP
dokternya,NN
ramah,NN
yesdok,NN
membantu,NN
konsultasi,NN
dokter,NN
mudah,NN
genggaman,NN
aja,NN
butuh,NN
konsultasi,NN
dokter,NN
langsung,VBD
pake,JJ
yesdok,NN
pelayanan,NN
nya,JJ
jam,NN
nonstop,JJ
kualita,NN
dokter,NN
terjamin,NN
kalo,NNS
sakit,VBP
gejala,JJ
langsung,NN
konsultasi,NN
yesdok,NN
karna,FW
dokternya,NN
ramah,NN
membantu,NN
konsultasi,NN
pasien,NN
nya,JJ
sabar,NN
notif,NN
olahraga,NN
nya,NN
diingetin,NN
yesdok,NN
seneng,NN
yesdok,NN
fitur,JJ
playback,NN
nya,NN
membantu,NN
aplikasi,NN
mudah,NN
ga,NN
ragu,NN
rekomendasikan,NN
yesdok,NN
kalangan,NN
kesehatan,JJ
nomor,NN
langganan,NN
yesdok,NN
biar,NN
informasi,NN
kesehatan,NN
lengkap,NN
pelayanan,NN
dokter,NN
aplikasi,NN
yesdok,NN
udah,JJ
setara,NN
rs,NN
internasion,NN
nya,JJ
takut,NN
kalo,NN
dokter,NN
onlin,NN
aja,NN
konsultasi,NN
ehh,NN
yesdok,NN
beda,NN
kualita,VBP
dokter,NN
terjamin,NN
aplikasi,NN
berguna,NN
sakit,NN
tinggal,JJ
konsultasi,NN
dokternya,NN
terimakasih,NN
yesdok,NN
seneng,NNS
pake,VBP
yesdok,JJ
konsultasi,NN
nya,NN
mudah,NN
video,NN
call,NN
an,DT
dokternya,NN
langsung,NN
dah,NN
ga,NN
repot,NN
orangtua,IN
kontrol,NN
rs,NN
tinggal,JJ
buka,NN
aplikasi,NN
yesdok,NN
aja,NN
langsung,NN
konsultasi,VBP
dokter,NN
mudah,NN
thank,NN
yesdok,NN
pelayanannya,NN
premium,NN
kualita,NN
dokternya,NN
profesion,NN
terpercaya,NN
salah,NN
yesdok,NN
konsultasi,NN
langsung,NN
pembelian,JJ
obat,NN
aplikasi,NN
keamanan,NN
isi,NN
masuk,NN
sm,NN
dibilang,NN
salah,NN
masukkan,NN
nohp,NN
dibilang,NN
salah,NN
aplikasi,NN
mudah,NN
ga,NN
ragu,NN
rekomendasiin,NN
yesdok,NN
kalangan,NN
jarang,NN
rs,NN
cema,NN
tertular,NN
covid,NN
buka,NN
aplikasi,NN
yesdok,NN
keluhan,NN
langsung,NN
terjawab,NN
takut,NN
dokter,NN
lega,JJ
konsultasi,NNP
onlin,NN
dokter,NN
yesdok,NN
hidup,NN
sehat,WP
tinggal,VBZ
download,NN
aplikasi,NN
yesdok,NN
artikel,NN
kesehatan,VBD
bermanfaat,NN
konsultasi,NN
dokter,NN
nya,JJ
aplikasi,NN
yesdok,RB
videocal,JJ
terbaik,NN
pakai,NN
hp,NN
aja,NN
udah,JJ
konsultasi,NN
dokter,NN
aplikasi,NN
yesdok,NN
klinikpuskesma,NN
keren,NN
membantu,NN
pasien,NN
gak,NN
kerumah,VBD
sakit,JJ
pandemi,NN
corona,NN
cofid,NN
dokter,NN
aplikasi,NN
yesdok,NN
melayani,NN
pasien,NN
nya,JJ
ramah,NN
mantap,NN
dimanapun,NN
konsultasi,NN
apk,NN
yesdok,NN
dokter,NN
jam,NN
salah,NN
aplikasi,NN
kesehatan,NN
terbaik,NN
dibandingkan,NN
aplikasi,NN
kekurangan,NN
kesehatan,JJ
nomor,NN
jaga,NN
kesehatan,NN
ketinggalan,NN
gunain,VBP
aplikasi,NN
salah,NN
aplikasi,NN
kesehatan,NN
terbaik,NN
dibandingkan,NN
aplikasi,NN
kekurangan,NN
aplikasi,NN
nya,JJ
aman,JJ
aplikasi,NN
menyedikan,NN
fitur,NN
finger,NN
print,NN
mencoba,NN
responnya,NN
terima,NN
kasiih,NN
yesdok,NN
dokter,NN
nya,NN
ramah,NN
cepat,NN
solusi,NN
pasien,NN
aplikasi,JJ
kesehatan,NN
konsultasi,NN
kesehatan,NN
sesuai,NN
konsumen,NNS
pua,VBP
balasan,JJ
dokter,NN
nya,NN
membantu,NN
disaat,NN
pendemik,NN
memenuhi,NN
kebutuhan,NN
obat,NN
rumah,NN
sakit,NN
penyakit,NN
derita,NN
dikonsultasikan,NN
dokter,NN
aada,VBP
aplikasi,NN
yesdok,NN
mantapp,NN
kali,NN
konsultasi,NN
via,IN
onlin,NN
dg,NN
dokter,NN
nya,JJ
wlpn,NN
sya,NN
ga,NN
tau,NN
dokter,NN
dr,NN
rumah,NN
sakit,NN
tp,NN
mdhn,NN
resep,NN
nya,JJ
bs,NN
bermanfaat,NN
disaat,NN
dokter,NN
alhmdulillah,NN
dirumah,NN
lgsg,NN
keluhan,NN
bahaya,NN
tidaknya,NN
aplikasi,NN
yesdok,NN
konsultasi,VB
chat,WP
nya,JJ
bagu,NN
langsung,NN
suruh,VBP
lihat,WP
obrolan,VBP
mirip,JJ
murah,NN
langganannya,NN
gak,NN
ngantri,CC
puskesma,NN
aplikasi,NN
yesdok,NN
solusi,NN
nya,JJ
dokter,NN
pengalaman,NN
berkonsultasi,NN
dimana,NN
konsultasi,NN
kesehatan,VBD
aplikasi,JJ
yesdok,NN
bismillah,NN
alhamdulillah,NN
membantu,NN
pandemi,NN
khawatir,NN
pergi,NN
rs,NN
klinik,NN
membantu,NN
dlm,NN
krn,NN
covid,NN
solusi,NN
sakit,NN
derita,NN
rumah,NN
sy,NN
alami,NN
slm,NN
semoga,NN
dilanjut,NN
kali,NN
keluhan,NN
diabet,NN
pelayanan,NN
bagu,NN
chat,WP
dokter,NN
langsung,NN
respon,NN
cepat,NN
ga,NN
antri,NN
rs,NN
ga,NN
khawatir,NN
yesdok,NN
konsultasi,NN
jam,NN
aplikasi,NN
mudah,NN
ga,NN
ragu,NN
rekomendasikan,NN
yesdok,NN
kalangan,NN
paham,NN
gejala,NN
covid,NN
baca,NN
artikel,NN
kesehatan,VBD
yesdok,NN
konsultasi,NN
onlin,NN
aja,NN
pembelian,JJ
obat,NN
great,JJ
job,NN
yesdok,NN
seneng,NNS
pake,VBP
yesdok,JJ
konsultasi,NN
mudah,NN
video,NN
call,NN
an,DT
dokternya,NN
pua,NN
pelayanan,NN
dokter,NN
yesdok,NN
ramah,NN
profesion,NN
kesehatan,JJ
nomor,NN
langganan,NN
yesdok,NN
biar,NN
informasi,NN
kesehatan,NN
lengkap,NN
pertamanya,NN
takut,NN
dokter,NN
onlin,NN
aja,NN
konsultasi,NN
yesdok,NN
beda,NN
kualita,VBP
dokter,NN
terjamin,NN
pake,NN
aplikasi,NN
yesdok,NN
langsung,NN
jatuh,NN
cinta,NN
pelayanannya,NN
fast,RB
respon,NN
diandalkan,NN
yesdok,NN
aplikasi,NN
mudah,NN
pelayanan,NN
cepat,NN
antri,NN
apapun,NN
keluhannya,NN
yesdok,NN
solusinya,NN
dokter,NN
yesdok,NN
dijamin,NN
profesion,NN
terpercaya,NN
ga,NN
ragu,NNS
pake,VBP
yesdok,JJ
kualita,NNS
dokter,NN
terjamin,NN
aplikasi,JJ
yesdok,NN
recommend,VBP
konsultasi,NN
grati,NN
pembelian,JJ
obat,NN
kemaren,NNS
baca,VBP
artikel,JJ
aja,NN
yesdok,NN
eh,NN
dapet,NN
konsultasi,NN
grati,NN
terimakasih,NN
yesdok,NN
dijaman,NN
digit,VBZ
butuh,JJ
pelayanan,NN
dokter,NN
konsultasi,NN
mudah,NN
genggaman,NN
banyaknya,NN
rumor,NN
viru,NN
sakit,NN
demam,NN
aja,NN
covid,NN
untung,JJ
konsultasi,NN
yesdok,NN
layanan,NN
dokternya,NN
jam,NN
ramah,NN
ga,NN
salah,NN
pilih,NN
aplikasi,NN
tampilan,NN
aplikasi,VBP
nya,JJ
bagu,NN
beda,NN
seneng,NN
ngobrol,NN
langsung,NN
dokter,NN
pilihan,NN
yesdok,NN
pelayanannya,NN
premium,NN
minggu,NN
batuk,NN
gak,NN
berhenti,NN
takut,NN
covid,NN
untung,JJ
pake,NN
yesdok,NN
konsultasi,NN
mudah,NN
suka,NN
aplikasi,NN
yesdok,NN
kosultasi,NN
gampang,NN
konsultasi,NN
onlin,NN
jd,NN
mudah,NN
yesdok,NN
nggak,JJ
ribet,NN
makasih,NN
yesdok,NN
seneng,NN
semudah,NN
konsultasi,NN
dokter,NN
sakit,NN
butuh,NN
penanganan,NN
cepat,NN
yesdok,NN
membantu,NN
konsultasi,NN
dokter,NN
mudah,NN
genggaman,NN
aplikasi,NN
bermanfaat,NN
sekalii,NN
jhamkoo,NN
harmoko,NN
yinni,NN
respon,NN
cepat,NN
penjelasannya,NN
pahami,NN
bnyk,NN
cuman,NN
dokter,NN
grati,NN
semoga,NN
kedepannya,NN
dokter,NN
grati,NN
keluhan,NN
hp,NN
terimakasih,NN
suks,NN
yesdok,NN
app,NN
ytb,NN
alhirnya,NN
nyobain,NN
gara,NN
penasaran,NN
memuaskan,NN
karna,FW
dokternya,NN
ramah,NN
sopan,NN
ditambah,NN
catatan,NN
dokter,NN
rekaman,NN
percakapan,NN
konsul,NN
tersimpan,NN
app,VBP
yesdok,NN
ga,NN
catat,VBP
manual,JJ
semenjak,NN
pakai,NN
app,NN
ilmu,NN
sy,NN
kesehatan,NN
bertambah,NN
nga,JJ
ragu,NN
konsultasi,NN
dokter,NN
yesdok,NN
terimakasihh,NN
aplikasi,NN
membantu,NN
kesulitan,NN
melawan,NN
corona,NN
bagu,NN
smua,NN
problem,NN
terselesaikan,NN
bagu,NN
konsultasi,NN
kesehatan,NN
keluarga,NN
makasih,NN
yesdok,NN
dokternya,NN
ok,JJ
bangetchat,WP
dokter,NN
langsung,NN
bala,NN
ramah,NN
puladokt,NN
nya,JJ
ramah,NN
jam,NN
mantap,NN
apk,NN
makasih,NN
yesdok,NN
memuaskan,JJ
dokternya,NN
ramah,NN
penjelasan,JJ
nya,JJ
mudah,NN
mengerti,NN
orang,NN
awam,NN
makasih,NN
yesdok,NN
terima,NN
kasih,NN
dokter,NN
yesdok,NN
aplikasi,NN
aplikasi,NN
mencari,NN
obat,NN
apotik,NN
sesuai,NN
resep,NN
trimakasih,NN
layanan,NN
grati,NN
ny,NN
saran,NN
tolong,IN
bentuk,NN
pembayaran,NN
chat,WP
dokter,NN
spesiali,NN
via,IN
gopay,NN
pengguna,NN
aktif,JJ
gopay,NN
aja,NN
saran,VBD
gak,NN
alhamdulillah,NN
ya,PRP
allah,VBP
